action_type,complexity,created_at,dependencies,description,image_name,language,package_name,repo_name,source,star_count,tags,technology,title,usage_count,version
create_react,3,2019-08-08T03:03:45Z,,React boilerplate written in TypeScript with a variety of Jamstack and full stack deployments. Comes with SSR and without need to learn a framework. Helps to split a monolithic React app into multiple SPAs and avoid vendor lock-in.,,TypeScript,,winwiz1/crisp-react,github,,,react,,189,
create_react,2,2020-12-01T21:28:07Z,,"Ecommerce SPA application with a microservices architecture implemented from scratch. Tech stack - Docker, Consul, Fabio, RabbitMQ, .Net Core, Mediatr, CQRS, React, Redux. .NET Core Microservices template, .NET React Redux, .NET RabbitMQ, .NET Distributed, Docker, .NET Core with Docker.",,C#,,evgenirusev/Distributed-eStore,github,,,react,,122,
create_react,2,2018-05-01T11:19:20Z,,🌈 Webpack4 + Vue/React + TS (SPA or MPA) 面向实际工作流(开发 & 编译 & 打包 & 部署 & 上线)的脚手架，并提供docker镜像供快速构建。,,JavaScript,,pomelott/webpack4-cli,github,,,react,,121,
create_react,2,2017-03-21T10:00:40Z,,Example application that shows how to use Cowboy 2.0 in conjunction with React and Redux to create data driven Single Page Applications,,JavaScript,,Angarsk8/elixir-cowboy-react-spa,github,,,react,,115,
create_react,1,2015-09-16T05:58:15Z,,":package: Quick starter kit for booting up a NodeJS container with React, webpack, babel/ES2015, Redux, and more.",,JavaScript,,vutran/spa-starter-kit,github,,,react,,79,
create_react,1,2017-02-10T21:40:32Z,,Template for quickly setting up an SPA,,JavaScript,,ksafranski/spaq,github,,,react,,44,
create_react,1,2018-09-14T12:54:32Z,,An alpine-based nginx image for single page applications (SPA),,Dockerfile,,steebchen/nginx-spa,github,,,react,,33,
create_react,3,2018-03-22T20:49:50Z,,"Distributed System in Docker with Apache Kafka and Spark for big data streaming and visualisation (NodeJS, TypeScript, React, NestJS, Java)",,TypeScript,,zoltan-nz/kafka-spark-project,github,,,react,,23,
create_react,2,2020-09-29T11:51:53Z,,Respository for using session authentication with Django Rest Framework and React. Tutorial at https://medium.com/@kieron.mckenna/django-rest-framework-and-spa-session-authentication-with-docker-and-nginx-aa64871f29cd,,JavaScript,,kieronjmckenna/DRF-React-Auth,github,,,react,,22,
create_react,2,2018-03-24T09:48:28Z,,Contributions Welcome: A developer community for everyone with an interest in Technology & Meetups,,Python,,apoclyps/my-dev-space,github,,,react,,21,
configure_docker,1,2013-04-16T23:19:47,,,,,,,stackoverflow,,"[""docker"", ""virtual-machine""]",docker,How is Docker different from a virtual machine?,4495,
configure_docker,1,2014-06-20T05:54:16,,,,,,,stackoverflow,,"[""docker"", ""nginx"", ""docker-container"", ""docker-network""]",docker,"From inside of a Docker container, how do I connect to the localhost of the machine?",3544,
configure_docker,1,2014-07-25T16:31:20,,,,,,,stackoverflow,,"[""docker"", ""dockerfile""]",docker,What is the difference between the &#39;COPY&#39; and &#39;ADD&#39; commands in a Dockerfile?,3134,
configure_docker,1,2014-02-26T18:46:52,,,,,,,stackoverflow,,"[""docker"", ""docker-container"", ""file-copying""]",docker,Copying files from Docker container to host,3014,
configure_docker,1,2014-02-04T14:04:23,,,,,,,stackoverflow,,"[""docker"", ""docker-entrypoint"", ""docker-cmd""]",docker,What is the difference between CMD and ENTRYPOINT in a Dockerfile?,2867,
configure_docker,1,2014-04-07T10:28:55,,,,,,,stackoverflow,,"[""docker"", ""docker-container""]",docker,How to copy files from host to Docker container?,2572,
configure_docker,1,2015-05-11T18:12:30,,,,,,,stackoverflow,,"[""docker"", ""docker-container""]",docker,How do I get into a Docker container&#39;s shell?,2464,
configure_docker,1,2014-05-29T15:57:18,,,,,,,stackoverflow,,"[""docker""]",docker,How to copy Docker images from one host to another without using a repository,2420,
configure_docker,1,2013-06-18T00:10:22,,,,,,,stackoverflow,,"[""docker"", ""ip-address""]",docker,How to get a Docker container&#39;s IP address from the host,2252,
configure_docker,1,2013-05-20T12:05:25,,,,,,,stackoverflow,,"[""vagrant"", ""docker""]",docker,Should I use Vagrant or Docker for creating an isolated environment?,2209,
configure_docker,1,2016-02-24T07:37:48,,,,,,,stackoverflow,,"[""docker""]",docker,How to force Docker for a clean build of an image,1696,
configure_docker,1,2015-05-28T00:17:09,,,,,,,stackoverflow,,"[""docker"", ""environment-variables"", ""dockerfile""]",docker,How do I pass environment variables to Docker containers?,1515,
configure_docker,1,2013-06-21T15:41:42,,,,,,,stackoverflow,,"[""docker""]",docker,How to remove old Docker containers,1497,
configure_docker,1,2018-02-23T23:38:58,,,,,,,stackoverflow,,"[""docker"", ""docker-compose""]",docker,How to fix Docker: Permission denied,1374,
configure_docker,1,2014-05-19T12:15:27,,,,,,,stackoverflow,,"[""docker"", ""docker-container"", ""docker-image""]",docker,What is the difference between a Docker image and a container?,1255,
configure_docker,1,2015-09-22T19:23:37,,,,,,,stackoverflow,,"[""docker"", ""docker-image""]",docker,How to remove old and unused Docker images,1176,
configure_docker,1,2017-06-27T18:36:53,,,,,,,stackoverflow,,"[""docker"", ""docker-compose""]",docker,How can I delete all local Docker images?,1138,
configure_docker,1,2013-12-28T11:29:02,,,,,,,stackoverflow,,"[""linux"", ""docker"", ""filesystems""]",docker,Exploring Docker container&#39;s file system,1135,
configure_docker,1,2013-08-28T21:45:44,,,,,,,stackoverflow,,"[""docker"", ""docker-volume"", ""docker-container""]",docker,How to deal with persistent storage (e.g. databases) in Docker,1073,
configure_env,1,2011-02-05T14:03:35,,,,,,,stackoverflow,,"[""python"", ""environment-variables""]",env,How can I access environment variables in Python?,3438,
configure_env,1,2011-07-29T20:58:27,,,,,,,stackoverflow,,"[""linux"", ""environment-variables"", ""unset""]",env,How do I delete an exported environment variable?,2550,
configure_env,1,2011-02-02T03:54:28,,,,,,,stackoverflow,,"[""javascript"", ""node.js"", ""environment-variables""]",env,Read environment variables in Node.js,1576,
configure_env,1,2015-05-28T00:17:09,,,,,,,stackoverflow,,"[""docker"", ""environment-variables"", ""dockerfile""]",env,How do I pass environment variables to Docker containers?,1515,
configure_env,1,2010-06-09T06:50:16,,,,,,,stackoverflow,,"[""php"", ""environment-variables"", ""ip-address""]",env,How to get the client IP address in PHP,1449,
configure_env,1,2011-05-12T00:25:11,,,,,,,stackoverflow,,"[""python"", ""environment-variables""]",env,How to set environment variables in Python?,1307,
configure_env,1,2013-10-12T09:01:29,,,,,,,stackoverflow,,"[""bash"", ""variables"", ""environment-variables""]",env,Set environment variables from file of key/value pairs,1218,
configure_env,1,2011-03-16T16:22:24,,,,,,,stackoverflow,,"[""windows"", ""command-line"", ""environment-variables"", ""prompt""]",env,List all environment variables from the command line,1213,
configure_env,1,2011-03-02T04:42:17,,,,,,,stackoverflow,,"[""bash"", ""environment-variables"", ""dollar-sign""]",env,What are the special dollar sign shell variables?,969,
configure_env,1,2008-09-25T22:06:48,,,,,,,stackoverflow,,"[""macos"", ""bash"", ""path"", ""environment-variables""]",env,Setting environment variables on OS X,948,
configure_env,1,2014-11-23T20:58:33,,,,,,,stackoverflow,,"[""docker"", ""environment-variables""]",env,"In a Dockerfile, How to update PATH environment variable?",804,
configure_env,1,2012-03-03T13:58:55,,,,,,,stackoverflow,,"[""windows"", ""command-line"", ""path"", ""environment-variables""]",env,Adding a directory to the PATH environment variable in Windows,767,
configure_env,1,2008-10-05T08:49:38,,,,,,,stackoverflow,,"[""windows"", ""cmd"", ""environment-variables""]",env,Is there a command to refresh environment variables from the command prompt in Windows?,718,
configure_env,1,2010-12-20T20:13:31,,,,,,,stackoverflow,,"[""windows"", ""git"", ""path"", ""environment-variables"", ""command-prompt""]",env,Error &quot;&#39;git&#39; is not recognized as an internal or external command&quot;,696,
configure_env,1,2012-05-11T15:57:52,,,,,,,stackoverflow,,"[""batch-file"", ""cmd"", ""environment-variables""]",env,Defining and using a variable in batch file,646,
configure_env,1,2011-12-26T07:26:58,,,,,,,stackoverflow,,"[""linux"", ""environment-variables"", ""sudo""]",env,How to keep environment variables when using sudo,614,
configure_env,1,2012-06-01T21:17:20,,,,,,,stackoverflow,,"[""bash"", ""environment-variables""]",env,Setting an environment variable before a command in Bash is not working for the second command in a pipe,606,
configure_env,1,2014-03-10T23:25:57,,,,,,,stackoverflow,,"[""node.js"", ""environment-variables""]",env,Setting Environment Variables for Node to retrieve,572,
configure_env,1,2011-09-21T16:37:10,,,,,,,stackoverflow,,"[""macos"", ""environment-variables"", ""osx-lion""]",env,Set environment variables on Mac OS X Lion,545,
configure_env,1,2013-05-17T23:18:02,,,,,,,stackoverflow,,"[""bash"", ""shell"", ""unix"", ""environment-variables""]",env,Can I export a variable to the environment from a Bash script without sourcing it?,494,
configure_config,1,2010-01-22T01:34:55,,,,,,,stackoverflow,,"[""git"", ""config""]",config,Where is the global Git configuration data stored?,1418,
configure_config,1,2013-03-31T09:39:09,,,,,,,stackoverflow,,"[""python"", ""logging"", ""config"", ""python-logging""]",config,Using logging in multiple modules,446,
configure_config,1,2014-01-23T03:05:51,,,,,,,stackoverflow,,"[""git"", ""config""]",config,Can I comment out a line in a .git/config file?,284,
configure_config,1,2016-03-09T22:44:49,,,,,,,stackoverflow,,"[""path"", ""output"", ""config"", ""webpack"", ""loader""]",config,How to create multiple output paths in Webpack config,267,
configure_config,1,2014-09-15T21:47:02,,,,,,,stackoverflow,,"[""java"", ""spring"", ""config"", ""spring-boot""]",config,Spring Boot and multiple external configuration files,179,
configure_config,1,2013-09-29T14:44:22,,,,,,,stackoverflow,,"[""python"", ""json"", ""settings"", ""config"", ""ini""]",config,How would you save a simple settings/configuration file in Python?,171,
configure_config,1,2017-02-10T00:08:34,,,,,,,stackoverflow,,"[""javascript"", ""node.js"", ""webpack"", ""config"", ""conflict""]",config,Conflict: Multiple assets emit to the same filename,169,
configure_config,1,2011-06-01T10:35:24,,,,,,,stackoverflow,,"[""global-variables"", ""python"", ""config"", ""egg""]",config,Most Pythonic way to provide global configuration variables in config.py?,166,
configure_config,1,2011-06-12T00:07:27,,,,,,,stackoverflow,,"[""bash"", ""shell"", ""config"", ""ini""]",config,How do I grab an INI value within a shell script?,146,
configure_config,1,2018-01-17T08:53:08,,,,,,,stackoverflow,,"[""templates"", ""kubernetes"", ""yaml"", ""config"", ""key-value""]",config,How to set dynamic values with Kubernetes yaml file,140,
configure_config,1,2011-09-05T17:27:01,,,,,,,stackoverflow,,"[""git"", ""config"", ""git-config""]",config,How to make git diff --ignore-space-change the default,125,
configure_config,1,2015-12-14T10:08:27,,,,,,,stackoverflow,,"[""php"", ""laravel"", ""laravel-5"", ""config""]",config,Get environment value in controller,123,
configure_config,1,2013-04-20T07:06:32,,,,,,,stackoverflow,,"[""github"", ""ssh"", ""config""]",config,GitHub SSH Config: &quot;Bad configuration option: IdentifyFile&quot;,118,
configure_config,1,2015-05-31T19:15:50,,,,,,,stackoverflow,,"[""apache-spark"", ""config"", ""pyspark""]",config,Is it possible to get the current spark context settings in PySpark?,113,
configure_config,1,2011-05-07T23:36:07,,,,,,,stackoverflow,,"[""sqlite"", ""header"", ""config""]",config,How to configure sqlite to display headers by default,106,
configure_config,1,2011-05-19T01:03:32,,,,,,,stackoverflow,,"[""git"", ""config"", ""pull""]",config,How can you git pull only the current branch?,105,
configure_config,1,2009-03-15T19:07:14,,,,,,,stackoverflow,,"[""configuration"", ""programming-languages"", ""configuration-files"", ""config""]",config,At what point does a config file become a programming language?,105,
configure_config,1,2011-03-25T02:30:51,,,,,,,stackoverflow,,"[""ruby-on-rails"", ""ruby"", ""config"", ""reload"", ""rails-console""]",config,Rails Console: reload! not reflecting changes in model files? What could be possible reason?,102,
configure_config,1,2012-05-16T13:33:23,,,,,,,stackoverflow,,"[""svn"", ""config"", ""configuration-files""]",config,Where is the user&#39;s Subversion config file stored on the major operating systems?,100,
configure_config,1,2013-02-02T14:47:37,,,,,,,stackoverflow,,"[""git"", ""github"", ""commit"", ""config""]",config,Why Git is not allowing me to commit even after configuration?,99,
configure_deployment,1,2010-11-24T18:51:13,,,,,,,stackoverflow,,"[""git"", ""heroku"", ""deployment"", ""public-key""]",deployment,Permission denied (publickey) when deploying heroku code. fatal: The remote end hung up unexpectedly,856,
configure_deployment,1,2009-10-20T15:38:28,,,,,,,stackoverflow,,"[""java"", ""jakarta-ee"", ""deployment""]",deployment,.war vs .ear file,620,
configure_deployment,1,2016-02-21T15:17:52,,,,,,,stackoverflow,,"[""javascript"", ""reactjs"", ""web-deployment""]",deployment,How can I update the parent&#39;s state in React?,599,
configure_deployment,1,2008-11-10T22:04:51,,,,,,,stackoverflow,,"[""git"", ""deployment"", ""webserver"", ""githooks""]",deployment,Deploy a project using Git push,421,
configure_deployment,1,2009-10-26T19:00:26,,,,,,,stackoverflow,,"[""python"", ""django"", ""deployment""]",deployment,How to manage local vs production settings in Django?,353,
configure_deployment,1,2011-12-03T11:26:09,,,,,,,stackoverflow,,"[""deployment"", ""node.js"", ""dependencies"", ""npm""]",deployment,How do I install package.json dependencies in the current directory using npm,334,
configure_deployment,1,2013-11-29T02:04:26,,,,,,,stackoverflow,,"[""ios"", ""deployment""]",deployment,Enterprise app deployment doesn&#39;t work on iOS 7.1,319,
configure_deployment,1,2008-08-06T00:26:00,,,,,,,stackoverflow,,"[""python"", ""user-interface"", ""deployment"", ""tkinter"", ""release-management""]",deployment,Create a directly-executable cross-platform GUI app using Python,314,
configure_deployment,1,2013-09-19T18:29:18,,,,,,,stackoverflow,,"[""deployment"", ""ansible"", ""localhost"", ""host""]",deployment,Run command on the Ansible host,302,
configure_deployment,1,2010-08-02T13:38:20,,,,,,,stackoverflow,,"[""asp.net"", ""deployment"", ""iis-7""]",deployment,IIS7 deployment - duplicate &#39;system.web.extensions/scripting/scriptResourceHandler&#39; section,237,
configure_deployment,1,2014-02-12T08:35:38,,,,,,,stackoverflow,,"[""php"", ""deployment"", ""composer-php""]",deployment,How to deploy correctly when using Composer&#39;s develop / production switch?,220,
configure_deployment,1,2008-09-19T08:49:17,,,,,,,stackoverflow,,"[""java"", ""exception"", ""deployment"", ""runtime-error"", ""verifyerror""]",deployment,Causes of getting a java.lang.VerifyError,209,
configure_deployment,1,2011-01-13T15:24:08,,,,,,,stackoverflow,,"[""node.js"", ""service"", ""deployment"", ""daemon""]",deployment,How do I run a Node.js application as its own process?,205,
configure_deployment,1,2013-07-23T09:23:06,,,,,,,stackoverflow,,"[""python"", ""deployment"", ""heroku"", ""requirements.txt""]",deployment,How to customize a requirements.txt for multiple environments?,200,
configure_deployment,1,2011-04-07T15:51:17,,,,,,,stackoverflow,,"[""git"", ""deployment"", ""git-tag""]",deployment,Checking out Git tag leads to &quot;detached HEAD state&quot;,194,
configure_deployment,1,2015-05-19T12:36:26,,,,,,,stackoverflow,,"[""python"", ""deployment"", ""flask"", ""docker"", ""dockerfile""]",deployment,Deploying a minimal flask app in docker - server connection issues,193,
configure_deployment,1,2014-07-30T15:25:00,,,,,,,stackoverflow,,"[""deployment"", ""gulp""]",deployment,How do I copy directories recursively with gulp?,190,
configure_deployment,1,2015-08-19T11:00:01,,,,,,,stackoverflow,,"[""maven"", ""jakarta-ee"", ""deployment"", ""jar""]",deployment,Deploying Maven project throws java.util.zip.ZipException: invalid LOC header (bad signature),182,
configure_deployment,1,2010-07-24T08:41:38,,,,,,,stackoverflow,,"[""python"", ""deployment"", ""dependency-management""]",deployment,Maven equivalent for python,170,
configure_deployment,1,2011-02-22T16:53:10,,,,,,,stackoverflow,,"[""deployment"", ""azure""]",deployment,Why does Azure deployment take so long?,170,
install_react,1,,{},React is a JavaScript library for building user interfaces.,,,react,,npm,,,react,,0,19.1.0
install_vue,1,,"{""@vue/shared"": ""3.5.17"", ""@vue/runtime-dom"": ""3.5.17"", ""@vue/compiler-dom"": ""3.5.17"", ""@vue/compiler-sfc"": ""3.5.17"", ""@vue/server-renderer"": ""3.5.17""}",The progressive JavaScript framework for building modern web UI.,,,vue,,npm,,,vue,,0,3.5.17
install_angular,1,,{},HTML enhanced for web apps,,,angular,,npm,,,angular,,0,1.8.3
install_next,1,,"{""postcss"": ""8.4.31"", ""@next/env"": ""15.4.1"", ""styled-jsx"": ""5.1.6"", ""@swc/helpers"": ""0.5.15"", ""caniuse-lite"": ""^1.0.30001579""}",The React Framework,,,next,,npm,,,next,,0,15.4.1
install_nuxt,1,,"{""@nuxt/cli"": ""^3.26.1"", ""@nuxt/devalue"": ""^2.0.2"", ""@nuxt/devtools"": ""^2.6.2"", ""@nuxt/telemetry"": ""^2.6.6"", ""@unhead/vue"": ""^2.0.12"", ""@vue/shared"": ""^3.5.17"", ""c12"": ""^3.1.0"", ""chokidar"": ""^4.0.3"", ""compatx"": ""^0.2.0"", ""consola"": ""^3.4.2"", ""cookie-es"": ""^2.0.0"", ""defu"": ""^6.1.4"", ""destr"": ""^2.0.5"", ""devalue"": ""^5.1.1"", ""errx"": ""^0.1.0"", ""esbuild"": ""^0.25.6"", ""escape-string-regexp"": ""^5.0.0"", ""estree-walker"": ""^3.0.3"", ""exsolve"": ""^1.0.7"", ""h3"": ""^1.15.3"", ""hookable"": ""^5.5.3"", ""ignore"": ""^7.0.5"", ""impound"": ""^1.0.0"", ""jiti"": ""^2.4.2"", ""klona"": ""^2.0.6"", ""knitwork"": ""^1.2.0"", ""magic-string"": ""^0.30.17"", ""mlly"": ""^1.7.4"", ""mocked-exports"": ""^0.1.1"", ""nanotar"": ""^0.2.0"", ""nitropack"": ""2.12.0"", ""nypm"": ""^0.6.0"", ""ofetch"": ""^1.4.1"", ""ohash"": ""^2.0.11"", ""on-change"": ""^5.0.1"", ""oxc-minify"": ""^0.77.0"", ""oxc-parser"": ""^0.77.0"", ""oxc-transform"": ""^0.77.0"", ""oxc-walker"": ""^0.3.0"", ""pathe"": ""^2.0.3"", ""perfect-debounce"": ""^1.0.0"", ""pkg-types"": ""^2.2.0"", ""radix3"": ""^1.1.2"", ""scule"": ""^1.3.0"", ""semver"": ""^7.7.2"", ""std-env"": ""^3.9.0"", ""strip-literal"": ""^3.0.0"", ""tinyglobby"": ""0.2.14"", ""ufo"": ""^1.6.1"", ""ultrahtml"": ""^1.6.0"", ""uncrypto"": ""^0.1.3"", ""unctx"": ""^2.4.1"", ""unimport"": ""^5.1.0"", ""unplugin"": ""^2.3.5"", ""unplugin-vue-router"": ""^0.14.0"", ""unstorage"": ""^1.16.1"", ""untyped"": ""^2.0.0"", ""vue"": ""^3.5.17"", ""vue-bundle-renderer"": ""^2.1.1"", ""vue-devtools-stub"": ""^0.1.0"", ""vue-router"": ""^4.5.1"", ""@nuxt/kit"": ""4.0.0"", ""@nuxt/vite-builder"": ""4.0.0"", ""@nuxt/schema"": ""4.0.0""}","Nuxt is a free and open-source framework with an intuitive and extendable way to create type-safe, performant and production-grade full-stack web applications and websites with Vue.js.",,,nuxt,,npm,,,nuxt,,0,4.0.0
install_create-react-app,1,,"{""tmp"": ""^0.2.1"", ""chalk"": ""^4.1.2"", ""semver"": ""^7.3.5"", ""envinfo"": ""^7.8.1"", ""prompts"": ""^2.4.2"", ""fs-extra"": ""^10.0.0"", ""tar-pack"": ""^3.4.1"", ""commander"": ""^4.1.1"", ""hyperquest"": ""^2.1.3"", ""cross-spawn"": ""^7.0.3"", ""validate-npm-package-name"": ""^3.0.0""}",Create React apps with no build configuration.,,,create-react-app,,npm,,,create-react-app,,0,5.1.0
install_fastapi,1,,"[""starlette<0.48.0,>=0.40.0"", ""pydantic!=1.8,!=1.8.1,!=2.0.0,!=2.0.1,!=2.1.0,<3.0.0,>=1.7.4"", ""typing-extensions>=4.8.0"", ""fastapi-cli[standard]>=0.0.8; extra == \""standard\"""", ""httpx>=0.23.0; extra == \""standard\"""", ""jinja2>=3.1.5; extra == \""standard\"""", ""python-multipart>=0.0.18; extra == \""standard\"""", ""email-validator>=2.0.0; extra == \""standard\"""", ""uvicorn[standard]>=0.12.0; extra == \""standard\"""", ""fastapi-cli[standard-no-fastapi-cloud-cli]>=0.0.8; extra == \""standard-no-fastapi-cloud-cli\"""", ""httpx>=0.23.0; extra == \""standard-no-fastapi-cloud-cli\"""", ""jinja2>=3.1.5; extra == \""standard-no-fastapi-cloud-cli\"""", ""python-multipart>=0.0.18; extra == \""standard-no-fastapi-cloud-cli\"""", ""email-validator>=2.0.0; extra == \""standard-no-fastapi-cloud-cli\"""", ""uvicorn[standard]>=0.12.0; extra == \""standard-no-fastapi-cloud-cli\"""", ""fastapi-cli[standard]>=0.0.8; extra == \""all\"""", ""httpx>=0.23.0; extra == \""all\"""", ""jinja2>=3.1.5; extra == \""all\"""", ""python-multipart>=0.0.18; extra == \""all\"""", ""itsdangerous>=1.1.0; extra == \""all\"""", ""pyyaml>=5.3.1; extra == \""all\"""", ""ujson!=4.0.2,!=4.1.0,!=4.2.0,!=4.3.0,!=5.0.0,!=5.1.0,>=4.0.1; extra == \""all\"""", ""orjson>=3.2.1; extra == \""all\"""", ""email-validator>=2.0.0; extra == \""all\"""", ""uvicorn[standard]>=0.12.0; extra == \""all\"""", ""pydantic-settings>=2.0.0; extra == \""all\"""", ""pydantic-extra-types>=2.0.0; extra == \""all\""""]","FastAPI framework, high performance, easy to learn, fast to code, ready for production",,,fastapi,,pypi,,,fastapi,,-1,0.116.1
install_flask,1,,"[""blinker>=1.9.0"", ""click>=8.1.3"", ""importlib-metadata>=3.6.0; python_version < \""3.10\"""", ""itsdangerous>=2.2.0"", ""jinja2>=3.1.2"", ""markupsafe>=2.1.1"", ""werkzeug>=3.1.0"", ""asgiref>=3.2; extra == \""async\"""", ""python-dotenv; extra == \""dotenv\""""]",A simple framework for building complex web applications.,,,flask,,pypi,,,flask,,-1,3.1.1
install_django,1,,"[""asgiref>=3.8.1"", ""sqlparse>=0.3.1"", ""tzdata; sys_platform == \""win32\"""", ""argon2-cffi>=19.1.0; extra == \""argon2\"""", ""bcrypt; extra == \""bcrypt\""""]","A high-level Python web framework that encourages rapid development and clean, pragmatic design.",,,django,,pypi,,,django,,-1,5.2.4
install_uvicorn,1,,"[""click>=7.0"", ""h11>=0.8"", ""typing-extensions>=4.0; python_version < \""3.11\"""", ""colorama>=0.4; sys_platform == \""win32\"" and extra == \""standard\"""", ""httptools>=0.6.3; extra == \""standard\"""", ""python-dotenv>=0.13; extra == \""standard\"""", ""pyyaml>=5.1; extra == \""standard\"""", ""uvloop>=0.15.1; (sys_platform != \""win32\"" and (sys_platform != \""cygwin\"" and platform_python_implementation != \""PyPy\"")) and extra == \""standard\"""", ""watchfiles>=0.13; extra == \""standard\"""", ""websockets>=10.4; extra == \""standard\""""]",The lightning-fast ASGI server.,,,uvicorn,,pypi,,,uvicorn,,-1,0.35.0
install_gunicorn,1,,"[""packaging"", ""importlib-metadata; python_version < \""3.8\"""", ""eventlet!=0.36.0,>=0.24.1; extra == \""eventlet\"""", ""gevent>=1.4.0; extra == \""gevent\"""", ""setproctitle; extra == \""setproctitle\"""", ""gevent; extra == \""testing\"""", ""eventlet; extra == \""testing\"""", ""coverage; extra == \""testing\"""", ""pytest; extra == \""testing\"""", ""pytest-cov; extra == \""testing\"""", ""tornado>=0.2; extra == \""tornado\""""]",WSGI HTTP Server for UNIX,,,gunicorn,,pypi,,,gunicorn,,-1,23.0.0
use_base_image,1,,,Node.js is a JavaScript-based platform for server-side and networking applications.,node:alpine,,,,docker_hub,13948,,node,,5790880514,
use_base_image,1,,,"Python is an interpreted, interactive, object-oriented, open-source programming language.",python:alpine,,,,docker_hub,10182,,python,,8124703295,
use_base_image,1,,,"Go (golang) is a general purpose, higher-level, imperative programming language.",golang:alpine,,,,docker_hub,5054,,golang,,2364636690,
use_base_image,1,,,Official build of Nginx.,nginx:alpine,,,,docker_hub,20903,,nginx,,12391309616,
